,psu,hhld,sn,abs_sex,abs_age,abs_relhh,abs_edulvl,abs_rsn,abs_nummonth,abs_living,l10_1digit,l10_nsco
4592,1424,17,1,Male,20,Son/Daughter,Class 9,1,120,Qatar,F,5120
4593,1424,16,1,Male,19,Son/Daughter,SLC and equiv.,1,36,Dhading,H,7211
4594,1424,11,1,Male,19,Spouse,Class 5,1,216,Kathmandu,A,310
4595,1424,6,1,Male,33,Spouse,Class 8,1,56,Bahrain,J,9333
4596,1424,1,1,Female,16,Son/Daughter,SLC and equiv.,3,26,Kathmandu,9,9999
4597,1424,2,1,Male,19,Son/Daughter,Class 10,4,0,Kathmandu,0,0
4598,1425,10,1,Female,8,Son/Daughter,Class 1,7,3,Kathmandu,,NA
4599,1425,11,1,Male,29,Spouse,Class 4,4,13,Qatar,J,9629
4600,1425,17,1,Male,24,Son/Daughter,SLC and equiv.,1,96,Kuwait,H,7115
4601,1425,15,1,Male,29,Spouse,Class 8,4,7,Oman,F,5131
4602,1425,9,1,Male,44,Spouse,Class 6,1,1,Saudi Arabia,0,0
4603,1425,13,1,Male,23,Son/Daughter,SLC and equiv.,4,32,Qatar,J,9313
4604,1425,3,1,Male,36,Spouse,Class 8,1,18,Saudi Arabia,H,7223
4605,1425,7,1,Male,32,Spouse,Class 6,4,1,Kathmandu,J,9321
4606,1425,7,2,Female,18,Son/Daughter,Class 6,3,2,Chitawan,J,9111
4607,1425,5,1,Male,28,Spouse,Class 10,1,2,Kathmandu,F,5414
4608,1425,1,1,Male,24,Spouse,Class 8,4,17,Qatar,0,0
4609,1426,20,1,Male,24,Son/Daughter,Class 9,1,96,United Arab Emirates,0,0
4610,1426,4,1,Male,28,Son/Daughter,Class 7,1,72,Oman,0,0
4611,1426,4,2,Female,5,Son/Daughter,Nursery/LKG/UKG,3,180,Chitawan,9,9999
4612,1426,11,1,Male,34,Son/Daughter,SLC and equiv.,4,5,Kuwait,J,9329
4613,1426,7,1,Male,21,Son/Daughter,SLC and equiv.,1,48,Qatar,J,9129
4614,1426,7,2,Male,4,Grand son/daughter,NA,3,4,Chitawan,,NA
4615,1426,13,1,Male,8,Son/Daughter,Class 1,3,12,India,,NA
4616,1426,14,1,Male,33,Son/Daughter,Class 4,4,12,United Arab Emirates,I,8212
4617,1426,2,1,Male,27,Son/Daughter,Class 3,4,3,Saudi Arabia,F,5120
4618,1426,2,2,Male,23,Son/Daughter,Class 9,4,2,Saudi Arabia,F,5120
4619,1426,8,1,Male,21,Son/Daughter,Class 7,1,48,United Arab Emirates,0,0
4620,1426,6,1,Male,31,Spouse,Class 8,1,22,Qatar,0,0
4621,1426,5,1,Male,35,Spouse,Class 5,1,19,Qatar,J,9313
4622,1426,5,2,Female,15,Son/Daughter,Class 8,3,2,Lamjung,0,0
4623,1426,5,3,Female,7,Son/Daughter,Class 1,3,2,Lamjung,,NA
4624,1426,15,1,Male,21,Son/Daughter,Class 9,1,2,Lamjung,J,9111
4625,1426,15,2,Male,16,Son/Daughter,Class 5,1,13,India,J,9321
4626,1427,11,1,Male,29,Spouse,Class 3,1,118,Qatar,0,0
4627,1427,14,1,Male,37,Spouse,Class 5,1,114,Saudi Arabia,0,0
4628,1427,10,1,Male,33,Spouse,Class 6,1,18,United Arab Emirates,J,9112
4629,1427,7,1,Male,18,Spouse,SLC and equiv.,1,148,Banke,A,310
4630,1427,4,1,Male,16,Son/Daughter,SLC and equiv.,3,14,Kathmandu,9,9999
4631,1427,8,1,Male,29,Spouse,Bachelor Level and equiv.,1,38,Saudi Arabia,H,7321
4632,1427,2,1,Male,27,Spouse,Bachelor Level and equiv.,1,8,Qatar,E,4226
4633,1427,12,1,Male,25,Son/Daughter,Bachelor Level and equiv.,3,20,Kathmandu,9,9999
4634,1427,12,2,Female,22,Son/Daughter,Class 12 and Intermediate,3,15,Kathmandu,9,9999
4635,1427,12,3,Female,25,Daughter-in-law,Bachelor Level and equiv.,3,6,Kathmandu,9,9999
4636,1427,9,1,Male,25,Spouse,Class 7,1,15,India,F,5414
4637,1427,9,2,Male,20,Son/Daughter,Class 9,1,31,Kuwait,J,9321
4638,1427,17,1,Male,18,Grand son/daughter,Class 12 and Intermediate,3,4,Australia,9,9999
4639,1427,17,2,Male,7,Grand son/daughter,Class 2,3,50,Kathmandu,9,9999
4640,1427,16,1,Male,25,Spouse,Class 8,1,72,Qatar,I,8332
4641,1427,15,1,Male,25,Spouse,Class 12 and Intermediate,1,36,United Arab Emirates,F,5414
4642,1427,6,1,Female,21,Son/Daughter,Bachelor Level and equiv.,1,36,Kathmandu,D,3221
4643,1427,6,2,Female,16,Son/Daughter,Class 12 and Intermediate,3,24,Kathmandu,0,0
4644,1427,6,3,Female,15,Son/Daughter,SLC and equiv.,3,12,Kathmandu,0,0
4645,1427,6,4,Male,9,Son/Daughter,Class 4,3,36,Gorkha,0,0
4646,1427,3,1,Male,35,Spouse,Class 6,1,75,Qatar,9,9999
4647,1428,7,1,Female,19,Son/Daughter,Class 12 and Intermediate,3,4,Kathmandu,9,9999
4648,1428,13,1,Male,23,Son/Daughter,Class 12 and Intermediate,1,84,United Arab Emirates,F,5414
4649,1428,2,1,Female,16,Son/Daughter,SLC and equiv.,3,36,Kathmandu,9,9999
4650,1428,15,1,Male,22,Son/Daughter,SLC and equiv.,3,12,Kathmandu,9,9999
4651,1428,1,1,Male,24,Son/Daughter,Class 8,1,120,Saudi Arabia,J,9312
4652,1428,5,1,Female,16,Son/Daughter,SLC and equiv.,3,36,Kathmandu,9,9999
4653,1428,14,1,Male,30,Son/Daughter,Class 8,4,12,United Arab Emirates,F,5223
4654,1428,14,2,Male,17,Son/Daughter,SLC and equiv.,3,6,Kathmandu,9,9999
4655,1428,20,1,Male,23,Son/Daughter,SLC and equiv.,1,11,Lamjung,E,4214
4656,1428,20,2,Male,22,Son/Daughter,Class 10,1,12,Qatar,0,0
4657,1428,3,1,Male,28,Son/Daughter,Bachelor Level and equiv.,1,36,Canada,0,0
4658,1428,17,1,Male,28,Son/Daughter,SLC and equiv.,1,36,United Arab Emirates,F,5414
4659,1428,12,1,Female,24,Son/Daughter,Bachelor Level and equiv.,3,3,Kathmandu,9,9999
4660,1428,12,2,Female,21,Son/Daughter,Class 12 and Intermediate,3,5,Kathmandu,9,9999
4661,1428,4,1,Male,53,Spouse,Class 10,1,1,India,A,310
4662,1428,4,2,Male,26,Son/Daughter,Bachelor Level and equiv.,3,4,Japan,0,0
4663,1428,4,3,Female,22,Son/Daughter,Class 12 and Intermediate,3,4,Kathmandu,9,9999
4664,1428,6,1,Male,56,Spouse,Class 9,1,4,India,F,5414
4665,1429,20,1,Male,18,Son/Daughter,SLC and equiv.,1,168,United Arab Emirates,A,310
4666,1429,20,2,Male,19,Son/Daughter,SLC and equiv.,1,115,Kathmandu,A,310
4667,1429,19,1,Male,36,Son/Daughter,Class 8,1,96,Qatar,F,5414
4668,1429,5,1,Male,32,Spouse,Class 10,1,36,Kuwait,0,0
4669,1429,9,1,Male,19,Son/Daughter,Class 12 and Intermediate,3,13,Japan,9,9999
4670,1429,17,1,Female,39,Spouse,SLC and equiv.,1,9,Qatar,9,9999
4671,1429,2,1,Male,21,Son/Daughter,Class 10,4,13,United Arab Emirates,0,0
4672,1429,3,1,Male,24,Son/Daughter,Class 12 and Intermediate,3,3,Kathmandu,9,9999
4673,1429,3,2,Male,22,Son/Daughter,Class 12 and Intermediate,3,4,Kathmandu,9,9999
4674,1429,13,1,Male,27,Son/Daughter,SLC and equiv.,1,3,Dolakha,A,310
4675,1429,6,1,Male,27,Son/Daughter,SLC and equiv.,1,1,Kathmandu,A,310
4676,1429,6,2,Male,26,Son/Daughter,SLC and equiv.,4,48,Qatar,0,0
4677,1430,3,1,Male,15,Son/Daughter,SLC and equiv.,3,36,Kathmandu,9,9999
4678,1430,15,1,Male,16,Son/Daughter,SLC and equiv.,3,4,Kathmandu,9,9999
4679,1430,9,1,Male,34,Spouse,Class 12 and Intermediate,1,84,United Arab Emirates,I,8322
4680,1430,8,1,Male,59,Spouse,Class 12 and Intermediate,1,1,Sindhuli,J,9112
4681,1430,10,1,Male,13,Son/Daughter,Class 7,3,24,Lalitpur,9,9999
4682,1430,10,2,Female,55,Father-in-law / mother-in-law,Literate (Levelless),5,60,United Kingdom,9,9999
4683,1430,13,1,Male,22,Son/Daughter,Class 12 and Intermediate,1,36,United Arab Emirates,0,0
4684,1430,13,2,Female,21,Daughter-in-law,Bachelor Level and equiv.,1,36,United Arab Emirates,0,0
4685,1430,13,3,Male,18,Son/Daughter,Class 12 and Intermediate,3,12,Chitawan,9,9999
4686,1430,5,1,Male,25,Spouse,Class 12 and Intermediate,1,36,Malaysia,F,5414
4687,1430,19,1,Male,25,Son/Daughter,Class 12 and Intermediate,1,96,United Kingdom,0,0
4688,1430,6,1,Male,14,Son/Daughter,SLC and equiv.,3,24,Kathmandu,9,9999
4689,1430,11,1,Male,33,Son/Daughter,Class 12 and Intermediate,1,36,United Arab Emirates,F,5414
4690,1430,7,1,Male,35,Spouse,Literate (Levelless),1,120,Saudi Arabia,0,0
4691,1430,16,1,Male,37,Spouse,Class 10,1,10,Portugal,J,9211
4692,1430,12,1,Male,18,Son/Daughter,SLC and equiv.,3,6,Kathmandu,9,9999
4693,1431,18,1,Male,30,Son/Daughter,Class 8,4,12,Ramechhap,I,8331
4694,1431,4,1,Male,17,Son/Daughter,SLC and equiv.,3,108,Kathmandu,9,9999
4695,1431,4,2,Male,17,Son/Daughter,SLC and equiv.,3,48,Ilam,9,9999
4696,1431,16,1,Female,16,Son/Daughter,SLC and equiv.,3,1,Kathmandu,9,9999
4697,1431,5,1,Male,28,Spouse,Illiterate,1,13,Saudi Arabia,J,9313
4698,1431,11,1,Male,38,Spouse,Class 5,1,1,India,0,0
4699,1431,10,1,Male,32,Son/Daughter,Bachelor Level and equiv.,1,2,Dhankuta,D,3254
4700,1431,7,1,Female,17,Son/Daughter,SLC and equiv.,3,3,Kathmandu,9,9999
4701,1432,4,1,Male,24,Son/Daughter,Master Level and above,4,36,United States of America,F,5223
4702,1432,4,2,Female,15,Son/Daughter,SLC and equiv.,3,96,Kathmandu,9,9999
4703,1432,4,3,Female,19,Son/Daughter,Class 12 and Intermediate,3,24,Kathmandu,9,9999
4704,1432,8,1,Female,15,Son/Daughter,SLC and equiv.,3,6,Chitawan,9,9999
4705,1432,17,1,Male,21,Son/Daughter,Class 12 and Intermediate,4,11,Kathmandu,9,9999
4706,1432,10,1,Male,35,Father / mother,Illiterate,1,9,Kathmandu,J,9212
4707,1432,10,2,Female,33,Father / mother,Illiterate,1,6,Kathmandu,J,9212
4708,1432,5,1,Male,29,Son/Daughter,Bachelor Level and equiv.,3,32,United States of America,9,9999
4709,1432,5,2,Male,23,Son/Daughter,SLC and equiv.,3,26,Bhaktapur,9,9999
4710,1432,7,1,Female,23,Son/Daughter,Class 12 and Intermediate,3,2,Kathmandu,9,9999
4711,1432,7,2,Female,18,Son/Daughter,SLC and equiv.,3,1,Lamjung,9,9999
4712,1432,7,3,Female,1,Son/Daughter,NA,5,1,Kathmandu,,NA
4713,1432,7,4,Female,16,Son/Daughter,Class 8,3,1,Kathmandu,9,9999
4714,1432,12,1,Male,28,Spouse,Class 8,1,3,India,A,310
4715,1432,6,1,Female,38,Daughter-in-law,Class 12 and Intermediate,1,2,Tanahu,C,2341
4716,1432,6,2,Female,15,Son/Daughter,Class 8,3,2,Tanahu,9,9999
4717,1433,13,1,Male,21,Son/Daughter,Class 12 and Intermediate,1,72,India,A,310
4718,1433,13,2,Male,21,Son/Daughter,SLC and equiv.,1,24,Chitawan,A,310
4719,1433,19,1,Male,30,Son/Daughter,Class 10,1,36,United Arab Emirates,0,0
4720,1433,15,1,Male,20,Son/Daughter,Class 12 and Intermediate,1,24,India,A,310
4721,1433,14,1,Male,23,Son/Daughter,Class 12 and Intermediate,1,5,India,A,310
4722,1433,14,2,Male,21,Son/Daughter,Class 12 and Intermediate,4,2,Kathmandu,9,9999
4723,1433,18,1,Male,24,Son/Daughter,SLC and equiv.,1,5,India,A,310
4724,1433,18,2,Male,27,Son/Daughter,SLC and equiv.,4,2,Lamjung,9,9999
4725,1433,5,1,Female,49,Spouse,Illiterate,7,1,Lamjung,9,9999
4726,1433,5,2,Male,19,Son/Daughter,Class 9,7,12,Lamjung,9,9999
4727,1433,20,1,Male,24,Son/Daughter,SLC and equiv.,1,2,India,A,310
4728,1433,10,1,Male,51,Spouse,Class 3,1,1,Kathmandu,0,0
4729,1433,10,2,Male,25,Son/Daughter,SLC and equiv.,1,1,Siraha,A,310
4730,1433,10,3,Male,19,Son/Daughter,SLC and equiv.,3,2,Kathmandu,0,0
4731,1433,10,4,Female,21,Son/Daughter,Class 12 and Intermediate,1,2,Kathmandu,0,0
4732,1433,12,1,Male,12,Son/Daughter,Class 6,3,1,Lamjung,0,0
4733,1433,7,1,Male,26,Son/Daughter,Class 10,1,24,Malaysia,0,0
4734,1433,7,2,Male,22,Son/Daughter,SLC and equiv.,1,2,India,A,310
4735,1434,9,1,Male,27,Son/Daughter,Master Level and above,3,0,Kathmandu,9,9999
4736,1434,9,2,Male,23,Son/Daughter,Class 12 and Intermediate,7,12,United States of America,0,0
4737,1434,19,1,Male,45,Son/Daughter,Class 6,1,48,India,0,0
4738,1434,11,1,Male,17,Son/Daughter,Class 10,3,0,Kathmandu,9,9999
4739,1434,18,1,Male,29,Son/Daughter,SLC and equiv.,1,9,Kuwait,0,0
4740,1434,20,1,Male,30,Son/Daughter,Class 12 and Intermediate,1,5,South Africa,F,5414
4741,1434,20,2,Male,19,Son/Daughter,Class 12 and Intermediate,3,1,Kathmandu,9,9999
4742,1434,5,1,Male,35,Spouse,Class 3,1,48,Qatar,J,9111
4743,1434,13,1,Male,28,Brother/sister,Class 12 and Intermediate,1,3,India,A,310
4744,1434,13,2,Female,33,Brother/sister,Bachelor Level and equiv.,1,6,Hong Kong,0,0
4745,1434,12,1,Male,35,Son/Daughter,Class 10,1,5,Qatar,0,0
4746,1434,4,1,Male,29,Son/Daughter,Bachelor Level and equiv.,3,1,Kathmandu,F,5221
4747,1434,4,2,Female,25,Son/Daughter,SLC and equiv.,2,1,Kathmandu,F,5221
4748,1434,4,3,Female,4,Son/Daughter,NA,5,1,Kathmandu,,NA
4749,1434,8,1,Male,50,Father / mother,Illiterate,1,5,Kathmandu,F,5153
4750,1434,1,1,Male,43,Spouse,Master Level and above,1,0,Tanahu,C,2330
4751,1434,1,2,Male,19,Son/Daughter,Class 12 and Intermediate,3,0,Kathmandu,C,2341
4752,1434,1,3,Male,14,Son/Daughter,Class 10,3,0,Kaski,9,9999
4753,1434,7,1,Male,43,Son/Daughter,Class 10,1,9,Chitawan,F,5113
4754,1434,7,2,Male,21,Grand son/daughter,Class 12 and Intermediate,5,0,Chitawan,9,9999
4755,1434,7,3,Female,19,Son/Daughter,Class 7,1,0,Kaski,F,5223
4756,1434,7,4,Female,42,Daughter-in-law,Class 3,5,1,Chitawan,9,9999
4757,1434,3,1,Male,50,Spouse,Illiterate,1,36,Saudi Arabia,J,9313
4758,1434,17,1,Male,58,Spouse,Illiterate,1,36,Saudi Arabia,J,9211
4759,1434,14,1,Male,60,Spouse,Illiterate,1,12,India,F,5414
4760,1434,14,2,Male,30,Son/Daughter,Class 6,1,18,Malaysia,0,0
4761,1435,20,1,Male,21,Son/Daughter,Class 10,1,48,United Arab Emirates,J,9629
4762,1435,12,1,Male,18,Son/Daughter,Class 8,1,96,Qatar,I,8332
4763,1435,8,1,Male,29,Son/Daughter,Bachelor Level and equiv.,3,12,United States of America,9,9999
4764,1435,8,2,Female,19,Son/Daughter,Class 12 and Intermediate,3,24,Nawalparasi,9,9999
4765,1435,6,1,Male,16,Son/Daughter,Class 8,3,96,Kaski,H,7422
4766,1435,2,1,Male,20,Son/Daughter,SLC and equiv.,3,96,Kathmandu,9,9999
4767,1435,10,1,Male,21,Son/Daughter,Class 9,1,120,Saudi Arabia,F,5222
4768,1435,4,1,Male,23,Son/Daughter,Class 9,1,5,Saudi Arabia,I,8332
4769,1435,15,1,Male,23,Spouse,Class 6,1,84,United Arab Emirates,0,0
4770,1435,11,1,Male,33,Son/Daughter,SLC and equiv.,1,13,Saudi Arabia,0,0
4771,1435,14,1,Male,34,Son/Daughter,SLC and equiv.,1,2,India,A,310
4772,1435,19,1,Male,29,Son/Daughter,SLC and equiv.,1,3,India,A,310
4773,1435,19,2,Male,23,Son/Daughter,Class 12 and Intermediate,1,3,India,A,310
4774,1435,7,1,Male,22,Spouse,Class 8,4,13,Saudi Arabia,I,8332
4775,1436,12,1,Male,26,Son/Daughter,Class 4,1,36,Qatar,0,0
4776,1436,12,2,Male,20,Son/Daughter,Class 6,4,2,India,J,9112
4777,1436,8,1,Male,39,Spouse,Class 3,1,15,India,F,5120
4778,1436,13,1,Male,36,Spouse,Class 4,4,7,Kuwait,J,9313
4779,1436,13,2,Male,14,Son/Daughter,Class 4,4,4,India,J,9112
4780,1436,13,3,Male,12,Son/Daughter,Class 4,4,6,Kathmandu,J,9112
4781,1436,19,1,Male,31,Son/Daughter,Master Level and above,1,120,Malaysia,F,5414
4782,1436,16,1,Male,23,Son/Daughter,Class 7,1,27,United Arab Emirates,J,9112
4783,1436,3,1,Male,41,Spouse,Class 8,1,13,Saudi Arabia,0,0
4784,1436,2,1,Male,29,Spouse,Class 4,1,32,Saudi Arabia,0,0
4785,1436,17,1,Male,29,Son/Daughter,Class 3,1,4,India,H,7131
4786,1436,7,1,Male,34,Spouse,Class 4,4,4,Kuwait,H,7114
4787,1436,6,1,Male,36,Spouse,Class 10,1,4,Kuwait,F,5120
4788,1436,18,1,Male,53,Spouse,Class 6,1,3,India,F,5414
4789,1437,9,1,Male,28,Spouse,SLC and equiv.,1,84,Saudi Arabia,F,5246
4790,1437,11,1,Female,44,Spouse,Class 10,1,1,India,A,310
4791,1437,18,1,Male,34,Spouse,Class 2,1,1,United Arab Emirates,F,5120
4792,1437,6,1,Male,22,Son/Daughter,Class 7,1,36,Qatar,I,8331
4793,1437,16,1,Male,21,Son/Daughter,Class 8,4,23,Qatar,F,5131
4794,1437,12,1,Male,35,Spouse,Class 8,1,4,Qatar,J,9313
4795,1437,10,1,Male,43,Spouse,Class 7,1,3,Qatar,H,7126
4796,1437,4,1,Male,32,Spouse,SLC and equiv.,1,25,Saudi Arabia,H,7126
4797,1437,13,1,Male,27,Spouse,SLC and equiv.,1,28,Kuwait,0,0
4798,1438,1,1,Male,27,Spouse,SLC and equiv.,4,552,Tanahu,9,9999
4799,1438,18,1,Male,25,Grand son/daughter,Class 12 and Intermediate,1,31,United Arab Emirates,J,0
4800,1438,18,2,Male,18,Grand son/daughter,Class 12 and Intermediate,3,45,United Kingdom,9,9999
4801,1438,5,1,Male,18,Son/Daughter,SLC and equiv.,1,68,Kathmandu,A,310
4802,1438,5,2,Female,21,Daughter-in-law,SLC and equiv.,3,16,Tanahu,9,9999
4803,1438,6,1,Male,23,Spouse,SLC and equiv.,1,276,Dailekh,A,310
4804,1438,14,1,Male,46,Spouse,SLC and equiv.,1,36,Saudi Arabia,0,0
4805,1438,13,1,Male,16,Father / mother,Class 9,3,1,Tanahu,9,9999
4806,1438,17,1,Male,29,Son/Daughter,SLC and equiv.,1,3,Dhankuta,A,310
4807,1438,11,1,Female,23,Daughter-in-law,Class 12 and Intermediate,3,3,Kathmandu,9,9999
4808,1438,8,1,Male,24,Son/Daughter,Class 12 and Intermediate,1,6,Dhanusa,A,310
4809,1439,12,1,Male,22,Spouse,Class 10,1,192,Kuwait,F,5414
4810,1439,12,2,Male,9,Son/Daughter,Class 4,3,24,Tanahu,9,9999
4811,1439,6,1,Male,36,Spouse,SLC and equiv.,1,36,Malaysia,F,5414
4812,1439,11,1,Male,26,Spouse,Class 5,1,120,Kathmandu,F,5120
4813,1439,2,1,Male,27,Spouse,Class 9,1,204,Qatar,F,5120
4814,1439,10,1,Male,19,Spouse,Class 8,1,312,India,F,5412
4815,1439,10,2,Male,17,Son/Daughter,Class 12 and Intermediate,3,3,Kaski,9,9999
4816,1439,3,1,Male,31,Spouse,Master Level and above,1,38,Tanahu,C,2330
4817,1439,5,1,Male,27,Spouse,Class 9,1,36,Saudi Arabia,0,0
4818,1439,14,1,Male,35,Spouse,Class 8,1,84,Qatar,F,5414
4819,1439,17,1,Male,17,Son/Daughter,Class 4,4,18,India,J,9333
4820,1439,4,1,Male,31,Spouse,SLC and equiv.,1,18,Saudi Arabia,0,0
4821,1439,9,1,Male,32,Spouse,SLC and equiv.,1,1,Kathmandu,A,310
4822,1439,7,1,Male,44,Spouse,Class 10,1,1,Malaysia,0,0
4823,1440,11,1,Male,25,Son/Daughter,Class 7,1,18,Saudi Arabia,I,8331
4824,1440,11,2,Male,31,Son/Daughter,SLC and equiv.,2,7,Chitawan,I,8322
4825,1440,9,1,Male,19,Son/Daughter,Class 6,4,18,United Arab Emirates,H,7115
4826,1440,2,1,Female,21,Son/Daughter,SLC and equiv.,3,2,Chitawan,9,9999
4827,1440,2,2,Male,19,Son/Daughter,SLC and equiv.,3,1,Chitawan,9,9999
4828,1440,2,3,Male,17,Son/Daughter,Class 9,3,1,Chitawan,9,9999
4829,1440,5,1,Female,16,Son/Daughter,Class 6,3,5,Chitawan,0,0
4830,1440,10,1,Male,18,Son/Daughter,SLC and equiv.,3,1,Chitawan,0,0
4831,1441,13,1,Male,31,Son/Daughter,SLC and equiv.,1,11,Oman,0,0
4832,1441,20,1,Male,27,Son/Daughter,SLC and equiv.,1,60,United Arab Emirates,F,5120
4833,1441,20,2,Male,23,Son/Daughter,SLC and equiv.,1,60,Saudi Arabia,F,5222
4834,1441,17,1,Male,27,Son/Daughter,Class 7,4,1,India,F,5120
4835,1441,2,1,Male,47,Spouse,Class 10,1,4,India,A,310
4836,1441,8,1,Male,35,Spouse,Class 5,1,3,Kaski,I,8331
4837,1441,8,2,Female,15,Grand son/daughter,SLC and equiv.,3,3,Kaski,9,9999
4838,1441,9,1,Male,34,Spouse,Class 2,4,4,Saudi Arabia,J,9211
4839,1441,14,1,Male,26,Son/Daughter,Class 10,1,20,Malaysia,H,7512
4840,1441,11,1,Male,23,Brother/sister,Class 8,4,24,Kaski,H,7212
4841,1441,11,2,Male,16,Brother/sister,Class 5,4,12,India,J,9112
4842,1441,7,1,Male,34,Spouse,Class 10,1,18,Saudi Arabia,0,0
4843,1442,8,1,Male,35,Spouse,SLC and equiv.,1,144,Banke,A,310
4844,1442,17,1,Male,42,Spouse,Class 5,1,180,India,I,8322
4845,1442,12,1,Male,33,Spouse,Class 6,1,37,Malaysia,0,0
4846,1442,7,1,Male,20,Spouse,Class 8,1,43,Mustang,A,310
4847,1442,4,1,Male,38,Spouse,Class 8,1,108,Qatar,0,0
4848,1442,4,2,Male,16,Son/Daughter,Class 12 and Intermediate,3,36,Kathmandu,0,0
4849,1442,4,3,Female,21,Son/Daughter,Class 12 and Intermediate,3,24,Kathmandu,0,0
4850,1442,16,1,Male,10,Grand son/daughter,Class 4,3,8,Kathmandu,0,0
4851,1442,20,1,Male,23,Son/Daughter,SLC and equiv.,1,26,Malaysia,F,5414
4852,1442,5,1,Male,18,Son/Daughter,SLC and equiv.,3,62,Kathmandu,0,0
4853,1443,18,1,Male,33,Son/Daughter,Class 2,1,48,Kathmandu,A,310
4854,1443,18,2,Female,32,Daughter-in-law,Class 3,1,24,Kathmandu,A,310
4855,1443,18,3,Male,22,Son/Daughter,Class 8,1,7,Qatar,J,9111
4856,1443,5,1,Male,34,Spouse,Class 8,1,180,Rupandehi,A,310
4857,1443,16,1,Male,30,Son/Daughter,SLC and equiv.,1,12,Saudi Arabia,I,8322
4858,1443,9,1,Male,24,Spouse,Class 9,1,12,Rukum,H,7313
4859,1443,7,1,Male,24,Spouse,Class 10,1,96,Saudi Arabia,F,5223
4860,1443,11,1,Male,41,Spouse,Class 3,1,120,India,J,9333
4861,1443,4,1,Female,24,Son/Daughter,Bachelor Level and equiv.,3,36,Kathmandu,F,5221
4862,1443,4,2,Male,19,Son/Daughter,Class 12 and Intermediate,3,72,Kathmandu,F,5223
4863,1443,1,1,Male,39,Spouse,Class 4,1,96,Saudi Arabia,0,0
4864,1443,12,1,Male,27,Son/Daughter,Class 12 and Intermediate,1,36,Tanahu,C,2341
4865,1443,12,2,Male,22,Son/Daughter,Bachelor Level and equiv.,3,36,Kathmandu,9,9999
4866,1443,8,1,Male,38,Spouse,Literate (Levelless),1,204,Kathmandu,F,5414
4867,1444,15,1,Male,24,Grand son/daughter,Class 8,1,35,Malaysia,0,0
4868,1444,18,1,Male,24,Son/Daughter,Class 12 and Intermediate,1,34,"Korea, Republic of",0,0
4869,1444,18,2,Male,19,Son/Daughter,Class 12 and Intermediate,3,82,Lamjung,E,4211
4870,1444,20,1,Male,48,Spouse,Class 8,1,35,Baglung,H,7126
4871,1444,20,2,Male,25,Son/Daughter,SLC and equiv.,1,65,Qatar,F,5120
4872,1444,2,1,Male,19,Son/Daughter,Class 8,1,36,United Arab Emirates,H,7113
4873,1444,6,1,Male,19,Spouse,Class 10,1,72,Saudi Arabia,0,0
4874,1444,3,1,Male,28,Spouse,Class 7,1,128,United Arab Emirates,F,5120
4875,1444,4,1,Male,21,Son/Daughter,SLC and equiv.,1,2,Baglung,F,5120
4876,1444,4,2,Male,19,Son/Daughter,SLC and equiv.,1,12,Kathmandu,A,310
4877,1444,8,1,Male,33,Spouse,Class 4,1,60,United Arab Emirates,0,0
4878,1444,9,1,Male,16,Son/Daughter,Class 10,3,2,Kaski,9,9999
4879,1445,11,1,Male,49,Spouse,Class 7,1,11,India,0,0
4880,1445,11,2,Male,26,Son/Daughter,SLC and equiv.,1,3,India,F,5120
4881,1445,11,3,Male,22,Son/Daughter,SLC and equiv.,1,2,Malaysia,0,0
4882,1445,5,1,Male,32,Son/Daughter,Class 5,1,5,Malaysia,F,5414
4883,1445,19,1,Male,26,Son/Daughter,Class 7,4,1,Kathmandu,9,9999
4884,1445,19,2,Male,22,Son/Daughter,SLC and equiv.,4,1,Tanahu,F,5412
4885,1445,19,3,Male,18,Son/Daughter,Class 12 and Intermediate,3,1,Tanahu,9,9999
4886,1445,20,1,Male,53,Son/Daughter,Class 5,1,5,Jhapa,0,0
4887,1445,20,2,Female,52,Daughter-in-law,Class 3,5,2,Jhapa,0,0
4888,1445,20,3,Male,25,Grand son/daughter,SLC and equiv.,1,27,Kuwait,0,0
4889,1445,20,4,Female,23,Grand son/daughter,Class 10,5,15,Jhapa,9,9999
4890,1445,4,1,Male,44,Son/Daughter,Class 9,1,6,India,I,8143
4891,1445,4,2,Male,18,Grand son/daughter,SLC and equiv.,5,0,India,9,9999
4892,1445,12,1,Male,46,Spouse,Class 7,1,9,Qatar,H,7131
4893,1445,12,2,Male,21,Son/Daughter,Class 8,1,0,Kathmandu,F,5414
4894,1445,12,3,Female,24,Daughter-in-law,Class 12 and Intermediate,4,0,Tanahu,9,9999
4895,1445,8,1,Male,35,Spouse,SLC and equiv.,1,1,India,F,5120
4896,1445,3,1,Male,41,Spouse,Class 8,1,15,Malaysia,J,9329
4897,1446,17,1,Male,24,Son/Daughter,SLC and equiv.,1,180,Saudi Arabia,H,7413
4898,1446,17,2,Female,32,Daughter-in-law,Class 10,2,4,Chitawan,F,5141
4899,1446,17,3,Male,25,Son/Daughter,Bachelor Level and equiv.,1,36,Portugal,G,6111
4900,1446,17,4,Male,24,Son/Daughter,Class 12 and Intermediate,1,29,Qatar,F,5245
4901,1446,17,5,Female,23,Son/Daughter,Bachelor Level and equiv.,1,3,Kathmandu,0,0
4902,1446,8,1,Male,20,Spouse,Class 10,1,192,India,A,310
4903,1446,2,1,Male,17,Son/Daughter,SLC and equiv.,3,144,Kathmandu,C,2152
