,psu,hhld,sn,abs_sex,abs_age,abs_relhh,abs_edulvl,abs_rsn,abs_nummonth,abs_living,l10_1digit,l10_nsco
3761,1335,11,1,Male,70,Father-in-law / mother-in-law,Bachelor Level and equiv.,7,10,United States of America,0,0
3762,1335,11,2,Female,73,Father-in-law / mother-in-law,SLC and equiv.,5,10,United States of America,0,0
3763,1335,7,1,Male,40,Spouse,Class 8,1,36,Qatar,I,8342
3764,1335,19,1,Male,28,Other relatives,Master Level and above,7,72,United States of America,D,3221
3765,1335,19,2,Female,0,Other relatives,NA,7,72,United States of America,,NA
3766,1335,19,3,Male,3,Other relatives,NA,5,36,United States of America,,NA
3767,1335,14,1,Male,28,Son/Daughter,Bachelor Level and equiv.,1,36,Okhaldhunga,E,4110
3768,1336,7,1,Male,41,Spouse,Class 1,1,19,Qatar,I,8322
3769,1336,4,1,Male,32,Spouse,SLC and equiv.,1,12,Qatar,F,5151
3770,1336,2,1,Male,26,Son/Daughter,Master Level and above,1,7,China,C,2262
3771,1336,2,2,Male,24,Son/Daughter,Master Level and above,3,8,Germany,0,0
3772,1336,14,1,Female,18,Son/Daughter,Class 12 and Intermediate,3,6,Malaysia,9,9999
3773,1337,3,1,Female,52,Father / mother,Literate (Levelless),7,2,Canada,0,0
3774,1337,3,2,Male,33,Brother/sister,Class 10,1,48,Canada,I,8322
3775,1337,17,1,Female,42,Daughter-in-law,Class 12 and Intermediate,1,24,United States of America,F,5131
3776,1337,17,2,Male,23,Grand son/daughter,Class 12 and Intermediate,3,24,United States of America,0,0
3777,1337,4,1,Male,26,Son/Daughter,Bachelor Level and equiv.,1,12,Malaysia,J,9333
3778,1337,9,1,Male,21,Son/Daughter,Class 12 and Intermediate,1,7,Qatar,J,9333
3779,1338,9,1,Male,22,Son/Daughter,Class 12 and Intermediate,3,13,United States of America,F,5131
3780,1338,5,1,Female,39,Spouse,Illiterate,1,11,Don't know,J,9111
3781,1338,6,1,Female,25,Daughter-in-law,Class 12 and Intermediate,1,12,Kuwait,J,9111
3782,1338,6,2,Male,21,Son/Daughter,Class 9,1,18,Saudi Arabia,0,0
3783,1338,18,1,Male,26,Son/Daughter,Class 12 and Intermediate,1,36,Qatar,I,8331
3784,1338,11,1,Male,21,Son/Daughter,Bachelor Level and equiv.,3,14,United States of America,9,9999
3785,1338,12,1,Male,25,Son/Daughter,Bachelor Level and equiv.,4,12,Japan,F,5221
3786,1338,8,1,Male,31,Spouse,SLC and equiv.,1,60,Sindhuli,F,5120
3787,1338,17,1,Male,23,Brother/sister,Class 12 and Intermediate,4,108,Japan,F,5120
3788,1338,17,2,Female,29,Other relatives,Bachelor Level and equiv.,4,96,Japan,F,5120
3789,1338,17,3,Female,4,Other relatives,NA,5,48,Japan,,NA
3790,1338,17,4,Male,24,Other relatives,Bachelor Level and equiv.,3,5,Japan,0,0
3791,1338,17,5,Male,23,Other relatives,Bachelor Level and equiv.,3,5,Japan,0,0
3792,1339,10,1,Male,19,Spouse,SLC and equiv.,1,120,Bhaktapur,A,310
3793,1339,5,1,Male,22,Son/Daughter,Class 10,1,14,Saudi Arabia,F,5120
3794,1339,19,1,Male,25,Brother/sister,Bachelor Level and equiv.,2,10,Kavrepalanchok,D,3122
3795,1339,9,1,Male,31,Father / mother,Class 10,1,3,Saudi Arabia,J,9622
3796,1339,12,1,Male,26,Spouse,SLC and equiv.,1,4,India,I,8322
3797,1340,5,1,Female,4,Son/Daughter,NA,3,0,Sindhuli,,NA
3798,1340,2,1,Male,22,Son/Daughter,Class 12 and Intermediate,3,48,Australia,9,9999
3799,1340,1,1,Male,26,Spouse,SLC and equiv.,1,23,United Arab Emirates,E,4321
3800,1340,17,1,Male,48,Spouse,Class 8,1,0,United Arab Emirates,F,5120
3801,1340,10,1,Female,27,Spouse,Bachelor Level and equiv.,1,1,"Korea, Republic of",9,9999
3802,1341,16,1,Male,21,Grand son/daughter,Bachelor Level and equiv.,3,11,Australia,F,5120
3803,1341,4,1,Male,28,Spouse,Class 12 and Intermediate,4,2,Qatar,F,5223
3804,1342,6,1,Male,27,Spouse,Class 12 and Intermediate,1,13,Malaysia,0,0
3805,1342,9,1,Male,39,Spouse,Class 12 and Intermediate,2,3,Myagdi,9,9999
3806,1342,13,1,Male,23,Son/Daughter,SLC and equiv.,4,23,United Arab Emirates,F,5120
3807,1342,8,1,Male,51,Spouse,Bachelor Level and equiv.,4,12,Iraq,F,5151
3808,1343,3,1,Male,32,Spouse,SLC and equiv.,1,24,United Arab Emirates,F,5120
3809,1343,8,1,Male,44,Spouse,Class 10,1,1,United Arab Emirates,I,8332
3810,1343,15,1,Female,18,Son/Daughter,Class 12 and Intermediate,3,48,Japan,9,9999
3811,1343,15,2,Male,18,Son/Daughter,Class 12 and Intermediate,3,8,Australia,9,9999
3812,1343,4,1,Male,33,Spouse,Class 5,1,1,Saudi Arabia,I,8332
3813,1344,1,1,Male,29,Spouse,Class 8,1,11,Romania,H,7533
3814,1344,14,1,Male,29,Son/Daughter,Class 12 and Intermediate,1,0,United Arab Emirates,F,5414
3815,1344,6,1,Male,36,Spouse,SLC and equiv.,1,36,Malaysia,F,5414
3816,1344,12,1,Male,24,Son/Daughter,Bachelor Level and equiv.,3,2,Kathmandu,9,9999
3817,1344,18,1,Male,22,Son/Daughter,Class 12 and Intermediate,3,30,Australia,F,5120
3818,1344,8,1,Male,23,Son/Daughter,Class 12 and Intermediate,1,36,Malaysia,H,7111
3819,1345,18,1,Male,22,Spouse,Class 9,1,1,Kathmandu,F,5120
3820,1346,6,1,Female,16,Son/Daughter,Class 4,1,108,Kathmandu,H,7531
3821,1346,13,1,Male,25,Brother/sister,Bachelor Level and equiv.,1,24,United Arab Emirates,F,5414
3822,1346,2,1,Male,33,Spouse,Class 6,1,120,Malaysia,J,9321
3823,1346,17,1,Male,23,Son/Daughter,Bachelor Level and equiv.,1,84,Qatar,E,4110
3824,1346,17,2,Male,22,Son/Daughter,Class 12 and Intermediate,1,36,Kathmandu,F,5221
3825,1346,7,1,Male,30,Son/Daughter,Class 12 and Intermediate,1,24,United Arab Emirates,F,5414
3826,1346,1,1,Male,27,Son/Daughter,SLC and equiv.,1,13,United Arab Emirates,F,5414
3827,1346,14,1,Male,24,Son/Daughter,SLC and equiv.,1,1,Saudi Arabia,F,5120
3828,1346,20,1,Male,25,Brother/sister,Class 12 and Intermediate,1,24,Saudi Arabia,F,5131
3829,1347,10,1,Male,54,Spouse,Class 12 and Intermediate,1,9,Qatar,0,0
3830,1347,17,1,Male,27,Son/Daughter,SLC and equiv.,1,48,Malaysia,0,0
3831,1348,7,1,Female,29,Son/Daughter,SLC and equiv.,4,36,Kathmandu,F,5169
3832,1348,13,1,Male,38,Spouse,Class 5,1,8,United Arab Emirates,H,7126
3833,1349,3,1,Male,20,Son/Daughter,Class 12 and Intermediate,3,12,United States of America,9,9999
3834,1349,3,2,Male,18,Son/Daughter,Class 12 and Intermediate,3,0,United States of America,9,9999
3835,1349,2,1,Male,32,Son/Daughter,Bachelor Level and equiv.,1,0,Australia,0,0
3836,1349,2,2,Female,26,Daughter-in-law,Master Level and above,3,0,Australia,0,0
3837,1349,2,3,Male,30,Son/Daughter,Bachelor Level and equiv.,3,8,Don't know,0,0
3838,1349,2,4,Female,27,Daughter-in-law,Master Level and above,7,0,Kathmandu,9,9999
3839,1349,9,1,Male,45,Spouse,Master Level and above,1,0,Jumla,C,2351
3840,1349,12,1,Male,40,Spouse,Class 8,1,45,Malaysia,F,5414
3841,1349,13,1,Female,28,Daughter-in-law,Professional degree,7,15,Germany,9,9999
3842,1349,16,1,Male,48,Spouse,Class 8,1,84,Lalitpur,F,5414
3843,1349,8,1,Male,45,Spouse,Class 5,1,168,Qatar,J,9312
3844,1350,14,1,Male,26,Son/Daughter,Class 8,4,8,Turkey,F,5246
3845,1350,1,1,Male,34,Spouse,Class 8,1,24,Qatar,I,8322
3846,1350,20,1,Male,26,Grand son/daughter,Master Level and above,3,36,Australia,9,9999
3847,1350,20,2,Male,23,Grand son/daughter,Bachelor Level and equiv.,3,10,Australia,9,9999
3848,1350,7,1,Male,31,Son/Daughter,Class 12 and Intermediate,4,120,Australia,F,5120
3849,1351,18,1,Male,32,Son/Daughter,Class 4,1,36,Malaysia,F,5414
3850,1351,16,1,Male,21,Son/Daughter,Class 12 and Intermediate,3,12,Okhaldhunga,0,0
3851,1351,15,1,Male,25,Son/Daughter,Class 3,1,12,Malaysia,J,9313
3852,1351,1,1,Male,36,Spouse,Class 8,4,8,Lalitpur,F,5243
3853,1351,3,1,Female,18,Son/Daughter,Class 12 and Intermediate,3,8,Kathmandu,0,0
3854,1351,3,2,Female,16,Son/Daughter,SLC and equiv.,4,8,Kathmandu,0,0
3855,1351,3,3,Male,14,Son/Daughter,Class 10,3,7,Kathmandu,0,0
3856,1351,3,4,Female,13,Son/Daughter,Class 8,3,7,Kathmandu,0,0
3857,1351,7,1,Male,27,Spouse,SLC and equiv.,1,84,India,I,8322
3858,1351,8,1,Male,15,Brother/sister,Class 5,3,120,Kathmandu,E,4419
3859,1351,8,2,Male,13,Brother/sister,Class 5,3,120,Kathmandu,F,5131
3860,1352,5,1,Male,18,Son/Daughter,Class 8,1,9,Qatar,I,8332
3861,1352,8,1,Male,29,Brother/sister,Bachelor Level and equiv.,2,3,Kathmandu,F,5221
3862,1352,7,1,Male,25,Son/Daughter,Class 5,1,24,Qatar,F,5120
3863,1352,2,1,Male,20,Son/Daughter,SLC and equiv.,3,2,Kathmandu,9,9999
3864,1352,10,1,Male,38,Spouse,Class 4,1,18,Saudi Arabia,0,0
3865,1352,10,2,Female,21,Son/Daughter,SLC and equiv.,3,4,Makwanpur,9,9999
3866,1352,4,1,Male,45,Spouse,Class 3,1,1,Kathmandu,J,9333
3867,1352,4,2,Male,20,Son/Daughter,Class 5,1,3,Kathmandu,F,5221
3868,1353,19,1,Male,18,Son/Daughter,Class 4,1,12,Kathmandu,J,9122
3869,1353,20,1,Male,28,Son/Daughter,Class 5,1,34,Malaysia,0,0
3870,1353,20,2,Male,20,Son/Daughter,Class 8,1,23,Saudi Arabia,F,5120
3871,1353,20,3,Male,10,Son/Daughter,Class 2,7,180,Don't know,0,0
3872,1353,3,1,Male,32,Son/Daughter,Class 3,1,0,Nuwakot,J,9313
3873,1354,7,1,Male,24,Spouse,Class 3,4,108,Malaysia,0,0
3874,1354,10,1,Male,30,Spouse,Class 12 and Intermediate,1,12,Malaysia,0,0
3875,1354,5,1,Female,36,Spouse,Illiterate,1,36,Kathmandu,J,9333
3876,1354,5,2,Male,8,Son/Daughter,Nursery/LKG/UKG,3,36,Kathmandu,9,9999
3877,1354,8,1,Male,48,Spouse,Illiterate,1,120,Saudi Arabia,J,9313
3878,1354,8,2,Male,24,Son/Daughter,Bachelor Level and equiv.,1,12,Saudi Arabia,F,5223
3879,1354,8,3,Male,20,Son/Daughter,SLC and equiv.,1,11,United Arab Emirates,J,9333
3880,1354,4,1,Male,29,Spouse,Class 8,1,9,Qatar,H,7131
3881,1354,2,1,Female,16,Son/Daughter,SLC and equiv.,3,150,Kathmandu,9,9999
3882,1354,2,2,Male,14,Son/Daughter,Class 6,3,150,Kathmandu,9,9999
3883,1355,6,1,Male,31,Spouse,Class 9,4,30,Malaysia,F,5414
3884,1355,1,1,Male,28,Spouse,Class 12 and Intermediate,2,4,Palpa,H,7126
3885,1355,5,1,Female,16,Son/Daughter,Class 12 and Intermediate,3,13,Kathmandu,9,9999
3886,1355,2,1,Male,16,Son/Daughter,SLC and equiv.,3,36,Kathmandu,9,9999
3887,1355,2,2,Female,15,Son/Daughter,SLC and equiv.,3,24,Kathmandu,9,9999
3888,1355,18,1,Male,30,Son/Daughter,Class 10,1,144,India,F,5131
3889,1355,18,2,Female,24,Son/Daughter,Class 10,1,24,Kathmandu,C,2652
3890,1355,18,3,Female,20,Son/Daughter,Class 10,1,24,Kathmandu,C,2652
3891,1356,14,1,Male,42,Spouse,Class 12 and Intermediate,1,24,Kathmandu,F,5414
3892,1356,12,1,Male,40,Spouse,Class 4,1,1,India,I,8322
3893,1356,17,1,Male,61,Spouse,Class 2,4,1,India,0,0
3894,1356,17,2,Male,24,Son/Daughter,Class 12 and Intermediate,1,1,Kathmandu,0,0
3895,1356,8,1,Male,41,Spouse,Class 7,1,35,Saudi Arabia,J,9122
3896,1356,16,1,Male,34,Spouse,Class 7,1,180,India,F,5120
3897,1356,18,1,Male,37,Spouse,Class 5,1,2,India,F,5141
3898,1357,18,1,Male,20,Son/Daughter,Class 12 and Intermediate,4,12,Kathmandu,I,8342
3899,1357,18,2,Male,18,Son/Daughter,Class 5,4,11,Kathmandu,I,8344
3900,1357,3,1,Male,50,Spouse,Illiterate,4,13,Kathmandu,J,9313
3901,1357,8,1,Female,25,Brother/sister,Class 12 and Intermediate,1,48,Bhaktapur,A,310
3902,1357,9,1,Male,20,Son/Daughter,Class 7,4,4,Kathmandu,J,9313
3903,1357,19,1,Female,21,Son/Daughter,Class 8,4,24,Kathmandu,F,5223
3904,1357,19,2,Female,19,Son/Daughter,Class 8,4,24,Kathmandu,F,5223
3905,1357,4,1,Male,18,Son/Daughter,SLC and equiv.,3,14,Kathmandu,F,5131
3906,1357,5,1,Female,39,Father / mother,Literate (Levelless),2,32,Kathmandu,F,5221
3907,1357,5,2,Female,18,Brother/sister,SLC and equiv.,5,5,Kathmandu,F,5221
3908,1357,2,1,Male,24,Son/Daughter,SLC and equiv.,4,12,Kathmandu,F,5112
3909,1357,2,2,Male,21,Son/Daughter,Bachelor Level and equiv.,3,12,Kathmandu,9,9999
3910,1357,11,1,Female,27,Brother/sister,Class 7,1,22,United Arab Emirates,0,0
3911,1357,11,2,Male,24,Brother/sister,Class 9,7,0,Kathmandu,0,0
3912,1358,15,1,Male,20,Son/Daughter,Class 4,1,2,Kathmandu,H,7316
3913,1358,11,1,Male,40,Son/Daughter,Class 2,1,5,Kathmandu,J,9333
3914,1358,11,2,Female,32,Daughter-in-law,Illiterate,1,1,United Arab Emirates,0,0
3915,1358,20,1,Male,26,Son/Daughter,Bachelor Level and equiv.,1,24,United Arab Emirates,J,9329
3916,1358,20,2,Male,16,Grand son/daughter,SLC and equiv.,3,1,Kathmandu,9,9999
3917,1358,4,1,Male,22,Son/Daughter,Class 12 and Intermediate,1,4,Kathmandu,E,4311
3918,1358,6,1,Male,21,Son/Daughter,Class 12 and Intermediate,1,48,Malaysia,0,0
3919,1358,6,2,Male,20,Son/Daughter,Class 12 and Intermediate,3,0,Kathmandu,9,9999
3920,1358,6,3,Female,23,Son/Daughter,SLC and equiv.,1,4,Kathmandu,H,7513
3921,1358,6,4,Female,22,Son/Daughter,Bachelor Level and equiv.,1,4,Kathmandu,F,5414
3922,1358,8,1,Male,17,Son/Daughter,Class 12 and Intermediate,3,1,Kathmandu,9,9999
3923,1358,16,1,Female,24,Brother/sister,Class 5,1,1,Kathmandu,F,5223
3924,1358,16,2,Male,20,Son/Daughter,Class 12 and Intermediate,3,1,Kathmandu,9,9999
3925,1358,14,1,Male,26,Son/Daughter,Class 6,1,2,Kathmandu,H,7214
3926,1359,8,1,Male,21,Son/Daughter,Bachelor Level and equiv.,3,2,Kathmandu,D,3511
3927,1359,20,1,Female,18,Son/Daughter,SLC and equiv.,3,36,Kathmandu,9,9999
3928,1359,17,1,Male,16,Son/Daughter,Class 6,1,144,Kathmandu,F,5120
3929,1359,18,1,Male,44,Spouse,Class 6,1,5,Malaysia,F,5120
3930,1359,18,2,Female,20,Son/Daughter,SLC and equiv.,3,18,Nuwakot,9,9999
3931,1359,12,1,Male,28,Son/Daughter,Class 12 and Intermediate,1,24,Qatar,F,5120
3932,1359,12,2,Male,27,Son/Daughter,Class 12 and Intermediate,1,26,Saudi Arabia,F,5120
3933,1359,12,3,Female,2,Grand son/daughter,NA,3,5,Nuwakot,,NA
3934,1360,14,1,Female,8,Son/Daughter,Nursery/LKG/UKG,3,24,Nuwakot,9,9999
3935,1360,3,1,Male,27,Spouse,Class 8,4,23,Saudi Arabia,H,7112
3936,1360,1,1,Male,49,Spouse,Class 5,4,48,Malaysia,0,0
3937,1360,20,1,Male,15,Brother/sister,Class 8,3,5,Nuwakot,9,9999
3938,1360,17,1,Male,32,Spouse,Class 3,4,10,Kathmandu,H,7114
3939,1360,15,1,Male,8,Son/Daughter,Class 4,3,49,India,9,9999
3940,1360,6,1,Male,32,Spouse,Class 5,1,3,India,H,7112
3941,1360,5,1,Male,26,Son/Daughter,Class 12 and Intermediate,4,120,Kathmandu,0,0
3942,1360,5,2,Male,24,Son/Daughter,Class 12 and Intermediate,4,15,Japan,0,0
3943,1360,5,3,Female,23,Son/Daughter,Class 10,3,120,Kathmandu,9,9999
3944,1360,5,4,Female,18,Son/Daughter,Class 10,7,60,Nuwakot,9,9999
3945,1361,15,1,Male,35,Son/Daughter,Class 10,1,3,Kathmandu,F,5153
3946,1361,12,1,Male,21,Son/Daughter,Class 7,1,21,Saudi Arabia,0,0
3947,1361,16,1,Female,23,Son/Daughter,Class 12 and Intermediate,1,2,Portugal,0,0
3948,1361,6,1,Male,38,Spouse,SLC and equiv.,1,24,Tanahu,F,5412
3949,1361,6,2,Male,12,Son/Daughter,Class 6,3,24,Nuwakot,9,9999
3950,1361,13,1,Male,21,Son/Daughter,Class 12 and Intermediate,1,24,Nuwakot,F,5412
3951,1361,17,1,Female,24,Son/Daughter,Bachelor Level and equiv.,3,48,Kathmandu,9,9999
3952,1361,17,2,Female,22,Son/Daughter,Class 12 and Intermediate,3,8,Kathmandu,9,9999
3953,1361,8,1,Male,36,Spouse,Class 6,1,6,Qatar,0,0
3954,1361,9,1,Male,32,Spouse,SLC and equiv.,1,24,"Korea, Republic of",0,0
3955,1361,5,1,Male,22,Son/Daughter,Bachelor Level and equiv.,3,24,Japan,9,9999
3956,1362,1,1,Male,23,Son/Daughter,SLC and equiv.,4,3,Kathmandu,F,5414
3957,1362,1,2,Female,20,Son/Daughter,Class 12 and Intermediate,4,3,Kathmandu,E,4211
3958,1362,3,1,Male,34,Spouse,SLC and equiv.,1,3,Sunsari,A,310
3959,1362,3,2,Male,8,Son/Daughter,Class 2,3,3,Kathmandu,,NA
3960,1362,4,1,Male,20,Son/Daughter,Class 12 and Intermediate,3,5,Kathmandu,9,9999
3961,1362,4,2,Male,18,Son/Daughter,Class 12 and Intermediate,3,6,Kathmandu,9,9999
3962,1362,14,1,Male,21,Son/Daughter,Class 12 and Intermediate,3,3,Kathmandu,0,0
3963,1362,15,1,Male,21,Son/Daughter,Class 12 and Intermediate,3,1,Kathmandu,0,0
3964,1362,10,1,Male,20,Son/Daughter,Class 12 and Intermediate,3,4,Kathmandu,0,0
3965,1362,8,1,Male,27,Son/Daughter,Class 8,1,5,Lamjung,I,8332
3966,1362,16,1,Female,24,Son/Daughter,Bachelor Level and equiv.,3,60,Kathmandu,9,9999
3967,1362,9,1,Female,21,Son/Daughter,Class 9,1,36,Kathmandu,D,3434
3968,1363,7,1,Male,17,Son/Daughter,Class 12 and Intermediate,3,1,Kathmandu,9,9999
3969,1363,7,2,Female,18,Son/Daughter,Class 12 and Intermediate,3,1,Kathmandu,9,9999
3970,1363,13,1,Male,38,Spouse,Class 9,1,13,Malaysia,F,5414
3971,1363,8,1,Male,19,Son/Daughter,Class 12 and Intermediate,3,1,Kathmandu,D,3511
3972,1363,6,1,Male,31,Son/Daughter,SLC and equiv.,1,0,Kathmandu,9,9999
3973,1363,6,2,Female,28,Daughter-in-law,SLC and equiv.,5,0,Kathmandu,9,9999
3974,1363,6,3,Male,13,Grand son/daughter,Class 4,5,0,Kathmandu,9,9999
3975,1363,2,1,Male,40,Spouse,Class 10,1,30,Malaysia,0,0
3976,1363,2,2,Male,16,Son/Daughter,Class 9,3,0,Kathmandu,9,9999
3977,1363,20,1,Male,43,Spouse,Class 5,1,36,Malaysia,9,9999
3978,1363,9,1,Male,21,Son/Daughter,SLC and equiv.,1,96,Saudi Arabia,9,9999
3979,1363,9,2,Male,24,Son/Daughter,Class 12 and Intermediate,1,4,"Korea, Democratic People's Republic of",9,9999
3980,1363,9,3,Female,19,Daughter-in-law,SLC and equiv.,7,6,Nuwakot,9,9999
3981,1363,9,4,Female,4,Grand son/daughter,NA,7,4,Kathmandu,,NA
3982,1363,15,1,Female,22,Grand son/daughter,Class 9,1,12,Kathmandu,0,0
3983,1363,12,1,Female,18,Son/Daughter,SLC and equiv.,3,0,Kathmandu,9,9999
3984,1364,4,1,Male,25,Son/Daughter,Class 12 and Intermediate,3,2,Kathmandu,9,9999
3985,1364,6,1,Female,22,Son/Daughter,Class 10,2,3,Kathmandu,F,5142
3986,1364,3,1,Male,40,Father / mother,Class 8,2,3,Kathmandu,H,7212
3987,1364,15,1,Male,19,Son/Daughter,Class 12 and Intermediate,3,1,Gorkha,0,0
3988,1364,15,2,Female,16,Son/Daughter,Class 10,3,1,Kathmandu,0,0
3989,1364,7,1,Female,25,Son/Daughter,Master Level and above,3,1,Kathmandu,0,0
3990,1365,17,1,Male,23,Son/Daughter,SLC and equiv.,4,36,Malaysia,0,0
3991,1365,4,1,Male,30,Spouse,Class 6,4,1,United Arab Emirates,F,5120
3992,1365,2,1,Male,15,Son/Daughter,SLC and equiv.,3,72,Kathmandu,9,9999
3993,1365,2,2,Female,15,Son/Daughter,SLC and equiv.,3,24,Kathmandu,9,9999
3994,1365,12,1,Female,25,Son/Daughter,Literate (Levelless),1,120,United Arab Emirates,F,5322
3995,1365,12,2,Male,19,Son/Daughter,Class 10,1,24,Kathmandu,A,310
3996,1365,3,1,Male,18,Son/Daughter,Class 5,7,48,Kathmandu,9,9999
3997,1365,1,1,Male,10,Son/Daughter,Class 3,3,96,Kathmandu,9,9999
3998,1365,1,2,Male,8,Son/Daughter,Class 2,3,96,Kathmandu,9,9999
3999,1365,7,1,Male,30,Spouse,SLC and equiv.,1,144,Kathmandu,I,8322
4000,1366,15,1,Female,23,Son/Daughter,Class 12 and Intermediate,1,24,Turkmenistan,J,9111
4001,1366,12,1,Male,36,Father / mother,Class 4,4,24,Malaysia,J,9111
4002,1366,12,2,Female,32,Father / mother,Class 3,4,7,Kuwait,J,9111
4003,1366,16,1,Male,26,Son/Daughter,Class 5,1,24,Qatar,0,0
4004,1366,16,2,Female,21,Daughter-in-law,Class 4,5,60,Makwanpur,9,9999
4005,1366,16,3,Male,2,Grand son/daughter,NA,1,60,Makwanpur,,NA
4006,1366,11,1,Male,38,Spouse,Literate (Levelless),1,2,Rasuwa,H,7113
4007,1366,7,1,Male,21,Son/Daughter,SLC and equiv.,1,36,Malaysia,0,0
4008,1366,18,1,Male,27,Son/Daughter,Class 7,1,36,Malaysia,J,9321
4009,1366,2,1,Male,23,Son/Daughter,SLC and equiv.,1,7,China,H,7111
4010,1366,2,2,Female,20,Son/Daughter,Class 12 and Intermediate,1,3,China,F,5131
4011,1367,20,1,Male,14,Son/Daughter,Illiterate,5,7,Rautahat,9,9999
4012,1367,8,1,Male,28,Son/Daughter,Master Level and above,3,24,Australia,D,3434
4013,1367,8,2,Female,24,Son/Daughter,Bachelor Level and equiv.,3,11,Kathmandu,9,9999
4014,1367,8,3,Female,22,Son/Daughter,Bachelor Level and equiv.,3,8,China,9,9999
4015,1367,8,4,Female,20,Son/Daughter,Class 12 and Intermediate,3,8,Australia,9,9999
4016,1367,11,1,Male,31,Spouse,Class 7,4,3,United Arab Emirates,J,9321
4017,1367,19,1,Male,22,Son/Daughter,Class 9,4,12,Saudi Arabia,J,9112
4018,1367,19,2,Male,19,Son/Daughter,Class 7,4,24,Malaysia,H,7115
4019,1367,12,1,Male,42,Spouse,Class 3,4,24,Malaysia,J,9212
4020,1367,6,1,Male,34,Spouse,Class 10,1,2,China,H,7512
4021,1367,7,1,Male,24,Son/Daughter,SLC and equiv.,3,10,India,9,9999
4022,1367,7,2,Female,26,Son/Daughter,Class 12 and Intermediate,1,48,Malaysia,J,9321
4023,1367,7,3,Male,22,Son/Daughter,Bachelor Level and equiv.,3,5,Poland,9,9999
4024,1368,7,1,Female,18,Son/Daughter,Class 12 and Intermediate,3,12,Kathmandu,9,9999
4025,1368,9,1,Male,54,Spouse,Class 3,1,12,Kathmandu,H,7411
4026,1368,9,2,Male,21,Son/Daughter,Class 12 and Intermediate,1,24,Japan,J,9333
4027,1368,9,3,Male,19,Son/Daughter,Class 12 and Intermediate,3,8,Kathmandu,9,9999
4028,1368,11,1,Male,34,Spouse,Bachelor Level and equiv.,1,1,Kathmandu,B,1411
4029,1368,5,1,Male,30,Spouse,Class 7,4,4,India,F,5120
4030,1368,17,1,Male,26,Son/Daughter,Class 7,1,8,Saudi Arabia,I,8332
4031,1368,1,1,Male,25,Son/Daughter,Class 12 and Intermediate,3,60,India,0,0
4032,1368,1,2,Female,20,Son/Daughter,Class 12 and Intermediate,3,36,Kathmandu,0,0
4033,1368,1,3,Male,18,Son/Daughter,Class 12 and Intermediate,3,24,Bhaktapur,0,0
4034,1369,4,1,Female,19,Son/Daughter,Class 12 and Intermediate,3,48,Kathmandu,9,9999
4035,1369,4,2,Female,17,Son/Daughter,SLC and equiv.,3,36,Kathmandu,9,9999
4036,1369,7,1,Female,22,Son/Daughter,Class 12 and Intermediate,3,6,Kathmandu,9,9999
4037,1369,7,2,Female,19,Son/Daughter,Class 12 and Intermediate,3,5,Kathmandu,9,9999
4038,1369,7,3,Female,15,Son/Daughter,SLC and equiv.,3,5,Kathmandu,9,9999
4039,1369,7,4,Male,14,Son/Daughter,Class 8,3,6,Kathmandu,9,9999
4040,1369,10,1,Male,18,Son/Daughter,SLC and equiv.,3,24,Kathmandu,9,9999
4041,1369,2,1,Male,31,Spouse,Class 6,4,5,Qatar,I,8331
4042,1369,2,2,Male,12,Son/Daughter,Class 5,3,24,Gorkha,9,9999
4043,1369,16,1,Male,40,Spouse,Class 8,4,1,Kathmandu,F,5120
4044,1369,16,2,Male,20,Son/Daughter,Class 9,4,1,Malaysia,J,9321
4045,1369,3,1,Male,19,Son/Daughter,SLC and equiv.,3,6,Kathmandu,F,5223
4046,1369,12,1,Male,29,Spouse,Class 5,4,6,India,I,8341
4047,1369,17,1,Male,35,Spouse,Class 5,1,3,Saudi Arabia,J,9321
4048,1369,5,1,Male,17,Son/Daughter,Class 12 and Intermediate,4,2,Kathmandu,0,0
4049,1369,9,1,Male,16,Son/Daughter,Class 4,1,1,Gorkha,F,5131
4050,1369,14,1,Male,25,Son/Daughter,Class 12 and Intermediate,3,8,Kathmandu,F,5113
4051,1370,20,1,Female,29,Son/Daughter,Illiterate,7,26,Kathmandu,9,9999
4052,1370,3,1,Male,32,Son/Daughter,Class 12 and Intermediate,1,3,United Arab Emirates,F,5120
4053,1370,11,1,Male,26,Spouse,Illiterate,1,34,Malaysia,J,9313
